bill_billing_period_start_date,bill_payer_account_id,line_item_usage_account_id,line_item_usage_account_name,line_item_line_item_type,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_resource_id,line_item_usage_amount,pricing_unit,line_item_unblended_rate,line_item_unblended_cost,line_item_currency_code,product_product_name,product_region_code,product_instance_type,resource_tags_user_team,resource_tags_user_environment,resource_tags_user_cost_center,resource_tags_user_owner
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-0000000003f3,46.2209,Hrs,0.384,17.7488,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-0000000003f4,52.1129,Hrs,0.384,20.0114,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-0000000003f5,42.124,Hrs,0.384,16.1756,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-0000000003f6,47.3899,Hrs,0.384,18.1977,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003f7,56.2044,Hrs,0.34,19.1095,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003f8,55.4409,Hrs,0.34,18.8499,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003f9,48.8046,Hrs,0.34,16.5935,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003fa,54.611,Hrs,0.34,18.5677,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003fb,61.3455,Hrs,0.34,20.8575,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003fc,42.5291,Hrs,0.34,14.4599,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003fd,60.5601,Hrs,0.34,20.5904,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003fe,60.1796,Hrs,0.34,20.4611,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-0000000003ff,51.9576,Hrs,0.34,17.6656,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:c5.2xlarge,RunInstances,i-000000000400,45.0473,Hrs,0.34,15.3161,USD,Amazon Elastic Compute Cloud,us-east-1,c5.2xlarge,web,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEKS,AmazonEKS-Hours:perCluster,CreateCluster,res-amazoneks-1029,61.8875,Hrs,0.1,6.1887,USD,Amazon Elastic Kubernetes Service,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEKS,AmazonEKS-Hours:perCluster,CreateCluster,res-amazoneks-1030,54.9094,Hrs,0.1,5.4909,USD,Amazon Elastic Kubernetes Service,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEKS,AmazonEKS-Hours:perCluster,CreateCluster,res-amazoneks-1031,61.5128,Hrs,0.1,6.1513,USD,Amazon Elastic Kubernetes Service,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1040,55.5274,Hrs,0.226,12.5492,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1041,56.2565,Hrs,0.226,12.714,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1042,42.4819,Hrs,0.226,9.6009,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1043,46.9524,Hrs,0.226,10.6112,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1044,50.5639,Hrs,0.226,11.4274,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonElastiCache,NodeUsage:cache.r6g.large,CreateCacheCluster,res-amazonelasticache-1045,45.5685,Hrs,0.226,10.2985,USD,Amazon ElastiCache,us-east-1,cache.r6g.large,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonRDS,InstanceUsage:db.r5.2xlarge,CreateDBInstance,arn:aws:rds:us-east-1:acct:db:db-1025,63.0953,Hrs,1.16,73.1905,USD,Amazon Relational Database Service,us-east-1,db.r5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonRDS,InstanceUsage:db.r5.2xlarge,CreateDBInstance,arn:aws:rds:us-east-1:acct:db:db-1026,49.2642,Hrs,1.16,57.1465,USD,Amazon Relational Database Service,us-east-1,db.r5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonRDS,InstanceUsage:db.r5.2xlarge,CreateDBInstance,arn:aws:rds:us-east-1:acct:db:db-1027,43.1413,Hrs,1.16,50.0439,USD,Amazon Relational Database Service,us-east-1,db.r5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonRDS,InstanceUsage:db.r5.2xlarge,CreateDBInstance,arn:aws:rds:us-east-1:acct:db:db-1028,45.9871,Hrs,1.16,53.345,USD,Amazon Relational Database Service,us-east-1,db.r5.2xlarge,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonS3,TimedStorage-ByteHrs,StandardStorage,bucket-1054,17321.2435,GB-Mo,0.023,398.3886,USD,Amazon Simple Storage Service,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1047,46.6092,Hrs,0.045,2.0974,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1048,47.8365,Hrs,0.045,2.1526,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1049,55.5271,Hrs,0.045,2.4987,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1050,49.2241,Hrs,0.045,2.2151,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1051,52.0965,Hrs,0.045,2.3443,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000010,prod-core,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonVPC,NatGateway-Hours,NatGateway,res-amazonvpc-1052,48.9601,Hrs,0.045,2.2032,USD,Amazon Virtual Private Cloud,us-east-1,,platform,prod,CC-1001,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AWSDataTransfer,DataTransfer-Out-Bytes,PublicIP-Out,res-awsdatatransfer-1146,2063.7308,GB,0.09,185.7358,USD,AWS Data Transfer,us-east-1,,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonDynamoDB,WriteCapacityUnit-Hrs,PayPerRequestThroughput,res-amazondynamodb-1067,503710.7863,WCU-Hrs,0.00065,327.412,USD,Amazon DynamoDB,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-00000000041f,55.2586,Hrs,0.384,21.2193,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000420,57.9199,Hrs,0.384,22.2412,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000421,47.9536,Hrs,0.384,18.4142,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000422,60.8007,Hrs,0.384,23.3475,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000423,47.5828,Hrs,0.384,18.2718,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000424,52.6233,Hrs,0.384,20.2074,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000425,61.7187,Hrs,0.384,23.7,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000426,57.7289,Hrs,0.384,22.1679,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.2xlarge,RunInstances,i-000000000427,54.1377,Hrs,0.384,20.7889,USD,Amazon Elastic Compute Cloud,us-east-1,m5.2xlarge,payments,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-00000000042c,42.8857,Hrs,0.252,10.8072,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-00000000042d,50.9393,Hrs,0.252,12.8367,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-00000000042e,47.2394,Hrs,0.252,11.9043,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-00000000042f,48.9635,Hrs,0.252,12.3388,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-000000000430,65.1037,Hrs,0.252,16.4061,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-000000000431,60.4836,Hrs,0.252,15.2419,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-000000000432,51.0386,Hrs,0.252,12.8617,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:r5.xlarge,RunInstances,i-000000000433,56.9247,Hrs,0.252,14.345,USD,Amazon Elastic Compute Cloud,us-east-1,r5.xlarge,kyc,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonEC2,BoxUsage:m5.4xlarge,RunInstances,i-0untaggedfleet01,184.9008,Hrs,0.768,142.0038,USD,Amazon Elastic Compute Cloud,us-east-1,m5.4xlarge,,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1116,63.4291,Hrs,0.015,0.9514,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1117,50.2811,Hrs,0.015,0.7542,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1118,55.8264,Hrs,0.015,0.8374,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1119,55.2324,Hrs,0.015,0.8285,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1120,45.943,Hrs,0.015,0.6891,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1121,58.9253,Hrs,0.015,0.8839,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
2026-03-01T00:00:00Z,100000000001,200000000011,prod-payments,Usage,2026-03-01T00:00:00Z,2026-03-02T00:00:00Z,AmazonKinesis,Shard-Hour,CreateStream,res-amazonkinesis-1122,53.6996,Hrs,0.015,0.8055,USD,Amazon Kinesis,us-east-1,,fraud,prod,CC-1002,
